Created,Point,Possession,Player,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2025-09-15 18:16:19,6,2,76 Conrad Nguyen,0.71505374,0.8001988
