Created,Point,Possession,Player,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2025-07-19 18:48:16,18,2,21 Abby Pavlicek,0.7768817,0.67693835
